Entry	Reviewed	Length	Organism (ID)	PDB	Superkingdom	Phylum
A0A160BRT9	unreviewed	334	105219		Bacteria	Pseudomonadota
A0A160FMX8	unreviewed	331	1417228		Bacteria	Pseudomonadota
A0A161H4E4	unreviewed	334	294		Bacteria	Pseudomonadota
A0A163TG42	unreviewed	327	1561204		Bacteria	Pseudomonadota
A0A166MLN0	unreviewed	334	294		Bacteria	Pseudomonadota
A0A167R146	unreviewed	335	1812935		Bacteria	Pseudomonadota
A0A172WLT4	unreviewed	334	316		Bacteria	Pseudomonadota
A0A172Z2Q3	unreviewed	334	219572		Bacteria	Pseudomonadota
A0A172Z639	unreviewed	326	219572		Bacteria	Pseudomonadota
A0A176NRZ3	unreviewed	334	86265		Bacteria	Pseudomonadota
A0A178LIT2	unreviewed	334	47885		Bacteria	Pseudomonadota
A0A179BH51	unreviewed	327	384		Bacteria	Pseudomonadota
A0A191YPR2	unreviewed	334	1853130		Bacteria	Pseudomonadota
A0A191ZZV6	unreviewed	331	190721		Bacteria	Pseudomonadota
A0A192M1Y5	unreviewed	327	1703960		Bacteria	Pseudomonadota
A0A192TFF0	unreviewed	327	396		Bacteria	Pseudomonadota
A0A193ST05	unreviewed	337	1583341		Bacteria	Pseudomonadota
A0A198GH25	unreviewed	330	1354262		Bacteria	Pseudomonadota
A0A198YVV6	unreviewed	327	1825933		Bacteria	Pseudomonadota
A0A1A0F4D4	unreviewed	335	1684425		Bacteria	Pseudomonadota
A0A1A5X2U5	unreviewed	334	92647		Bacteria	Pseudomonadota
A0A1A5X6N3	unreviewed	333	92647		Bacteria	Pseudomonadota
A0A1A9G7W0	unreviewed	327	879274		Bacteria	Pseudomonadota
A0A1A9HR00	unreviewed	330	1658665		Bacteria	Pseudomonadota
A0A1A9N1S7	unreviewed	334	1462993		Bacteria	Pseudomonadota
A0A1A9NC37	unreviewed	334	1462993		Bacteria	Pseudomonadota
A0A1A9NGZ8	unreviewed	332	1462993		Bacteria	Pseudomonadota
A0A1A9R1I9	unreviewed	331	1805819		Bacteria	Pseudomonadota
A0A1B1CC38	unreviewed	327	384		Bacteria	Pseudomonadota
A0A1B1KQN7	unreviewed	327	1154756		Bacteria	Pseudomonadota
A0A1B3CX35	unreviewed	328	294		Bacteria	Pseudomonadota
A0A1B3D7E1	unreviewed	334	294		Bacteria	Pseudomonadota
A0A1B3JE35	unreviewed	333	1679001		Bacteria	Pseudomonadota
A0A1B4BPL0	unreviewed	331	488732		Bacteria	Pseudomonadota
A0A1B4C2D9	unreviewed	334	488732		Bacteria	Pseudomonadota
A0A1B4ES29	unreviewed	337	1637862		Bacteria	Pseudomonadota
A0A1B4F5Q7	unreviewed	331	1637862		Bacteria	Pseudomonadota
A0A1B4FB36	unreviewed	331	1385591		Bacteria	Pseudomonadota
A0A1B4FM70	unreviewed	333	1385591		Bacteria	Pseudomonadota
A0A1B4FU85	unreviewed	333	1385591		Bacteria	Pseudomonadota
A0A1B4FYT7	unreviewed	331	1385591		Bacteria	Pseudomonadota
A0A1B4NPA1	unreviewed	331	488446		Bacteria	Pseudomonadota
A0A1B4P3F0	unreviewed	337	488446		Bacteria	Pseudomonadota
A0A1B4S5F7	unreviewed	331	1637831		Bacteria	Pseudomonadota
A0A1B4SK27	unreviewed	333	1637831		Bacteria	Pseudomonadota
A0A1B5D0Q6	unreviewed	334	1844105		Bacteria	Pseudomonadota
A0A1B5DE66	unreviewed	326	1844105		Bacteria	Pseudomonadota
A0A1B7HTF1	unreviewed	329	1354255		Bacteria	Pseudomonadota
A0A1B7I5B1	unreviewed	329	1354253		Bacteria	Pseudomonadota
A0A1B7IR49	unreviewed	329	1354251		Bacteria	Pseudomonadota
A0A1B7K0R5	unreviewed	326	1354264		Bacteria	Pseudomonadota
A0A1B7LA54	unreviewed	329	1691903		Bacteria	Pseudomonadota
A0A1B8P1M2	unreviewed	328	2746		Bacteria	Pseudomonadota
A0A1B8RB40	unreviewed	327	386		Bacteria	Pseudomonadota
A0A1B9S1H7	unreviewed	327	1841653		Bacteria	Pseudomonadota
A0A1B9SGQ1	unreviewed	327	1841654		Bacteria	Pseudomonadota
A0A1C0SSE7	unreviewed	327	1873715		Bacteria	Pseudomonadota
A0A1C1W492	unreviewed	335	1873126		Bacteria	Pseudomonadota
A0A1C1W948	unreviewed	328	1873126		Bacteria	Pseudomonadota
A0A1C2DW38	unreviewed	330	1566387		Bacteria	Pseudomonadota
A0A1C2E2C1	unreviewed	336	158627		Bacteria	Pseudomonadota
A0A1C3UB22	unreviewed	327	410764		Bacteria	Pseudomonadota
A0A1C3UT06	unreviewed	327	52131		Bacteria	Pseudomonadota
A0A1C3WRG2	unreviewed	327	293958		Bacteria	Pseudomonadota
A0A1C3WW63	unreviewed	327	411945		Bacteria	Pseudomonadota
A0A1C3Y5B9	unreviewed	327	1138170		Bacteria	Pseudomonadota
A0A1C4C9D0	unreviewed	326	1005665		Bacteria	Pseudomonadota
A0A1C4G923	unreviewed	326	1005667		Bacteria	Pseudomonadota
A0A1C6ASU6	unreviewed	526	165185		Bacteria	Bacillota
A0A1C7W5I9	unreviewed	327	1841657		Bacteria	Pseudomonadota
A0A1C7Z038	unreviewed	334	317		Bacteria	Pseudomonadota
A0A1D2SNH8	unreviewed	330	1660109		Bacteria	Pseudomonadota
A0A1D3K049	unreviewed	334	1295141		Bacteria	Pseudomonadota
A0A1D3K278	unreviewed	328	1295141		Bacteria	Pseudomonadota
A0A1D7Z6E2	unreviewed	327	1175631		Bacteria	Pseudomonadota
A0A1D7ZCT1	unreviewed	331	95485		Bacteria	Pseudomonadota
A0A1D7ZJ34	unreviewed	331	95485		Bacteria	Pseudomonadota
A0A1D8JW03	unreviewed	326	1905288		Bacteria	Pseudomonadota
A0A1E1G2I8	unreviewed	334	86192		Bacteria	Pseudomonadota
A0A1E2V7A2	unreviewed	330	197479		Bacteria	Pseudomonadota
A0A1E3FHU7	unreviewed	334	488447		Bacteria	Pseudomonadota
A0A1E3FR91	unreviewed	331	488447		Bacteria	Pseudomonadota
A0A1E4WZE9	unreviewed	334	1535623		Bacteria	Pseudomonadota
A0A1E4XCT2	unreviewed	326	1535623		Bacteria	Pseudomonadota
A0A1E4YIH6	unreviewed	327	1860096		Bacteria	Pseudomonadota
A0A1F2LYF8	unreviewed	326	1581110		Bacteria	Pseudomonadota
A0A1G4ULV7	unreviewed	334	1566241		Bacteria	Pseudomonadota
A0A1G4YEC6	unreviewed	326	1158459		Bacteria	Pseudomonadota
A0A1G5PBE0	unreviewed	334	237610		Bacteria	Pseudomonadota
A0A1G5XNJ2	unreviewed	334	1566243		Bacteria	Pseudomonadota
A0A1G5ZC15	unreviewed	330	1165689		Bacteria	Pseudomonadota
A0A1G6GRG2	unreviewed	333	416944		Bacteria	Pseudomonadota
A0A1G6ZPM5	unreviewed	334	198620		Bacteria	Pseudomonadota
A0A1G7S670	unreviewed	334	89065		Bacteria	Pseudomonadota
A0A1G7W1S2	unreviewed	330	1798240		Bacteria	Pseudomonadota
A0A1G8CXD8	unreviewed	332	60549		Bacteria	Pseudomonadota
A0A1G8HGC7	unreviewed	332	861298		Bacteria	Pseudomonadota
A0A1G8IGT5	unreviewed	334	60549		Bacteria	Pseudomonadota
A0A1G9ARD6	unreviewed	333	137658		Bacteria	Pseudomonadota
A0A1G9CNI4	unreviewed	331	376427		Bacteria	Pseudomonadota
A0A1G9IQZ2	unreviewed	330	119000		Bacteria	Pseudomonadota
A0A1G9YAB7	unreviewed	326	219572		Bacteria	Pseudomonadota
A0A1H0AXK6	unreviewed	334	200451		Bacteria	Pseudomonadota
A0A1H0BAA7	unreviewed	334	219572		Bacteria	Pseudomonadota
A0A1H0CJJ0	unreviewed	337	1882755		Bacteria	Pseudomonadota
A0A1H0EHX1	unreviewed	327	1855294		Bacteria	Pseudomonadota
A0A1H0FL87	unreviewed	327	1166073		Bacteria	Pseudomonadota
A0A1H0K0S8	unreviewed	334	395598		Bacteria	Pseudomonadota
A0A1H0LTH8	unreviewed	327	1882772		Bacteria	Pseudomonadota
A0A1H0LV59	unreviewed	331	200451		Bacteria	Pseudomonadota
A0A1H0S7J5	unreviewed	334	702115		Bacteria	Pseudomonadota
A0A1H0WI04	unreviewed	333	169669		Bacteria	Pseudomonadota
A0A1H0YT86	unreviewed	334	134537		Bacteria	Pseudomonadota
A0A1H0YY66	unreviewed	334	395599		Bacteria	Pseudomonadota
A0A1H1B0U7	unreviewed	328	129847		Bacteria	Pseudomonadota
A0A1H1C238	unreviewed	332	157910		Bacteria	Pseudomonadota
A0A1H1D0S2	unreviewed	333	157910		Bacteria	Pseudomonadota
A0A1H1ECW1	unreviewed	332	134537		Bacteria	Pseudomonadota
A0A1H1HW38	unreviewed	334	129847		Bacteria	Pseudomonadota
A0A1H1TCE6	unreviewed	334	1855380		Bacteria	Pseudomonadota
A0A1H1U4R8	unreviewed	334	53407		Bacteria	Pseudomonadota
A0A1H2AG54	unreviewed	334	1148509		Bacteria	Pseudomonadota
A0A1H2C1H6	unreviewed	334	198618		Bacteria	Pseudomonadota
A0A1H2MUC8	unreviewed	334	46679		Bacteria	Pseudomonadota
A0A1H2N8R9	unreviewed	328	46679		Bacteria	Pseudomonadota
A0A1H3E4G0	unreviewed	331	574349		Bacteria	Pseudomonadota
A0A1H3MK38	unreviewed	326	191391		Bacteria	Pseudomonadota
A0A1H3PQX1	unreviewed	334	191391		Bacteria	Pseudomonadota
A0A1H4DHI4	unreviewed	332	83784		Bacteria	Pseudomonadota
A0A1H4FX60	unreviewed	334	83784		Bacteria	Pseudomonadota
A0A1H4JGU2	unreviewed	327	204799		Bacteria	Pseudomonadota
A0A1H4ZJS6	unreviewed	334	395600		Bacteria	Pseudomonadota
A0A1H5BLV5	unreviewed	334	132476		Bacteria	Pseudomonadota
A0A1H5HHR6	unreviewed	334	104087		Bacteria	Pseudomonadota
A0A1H5HSZ6	unreviewed	333	1605838		Bacteria	Pseudomonadota
A0A1H5M6A8	unreviewed	334	78543		Bacteria	Pseudomonadota
A0A1H5MQK9	unreviewed	326	191390		Bacteria	Pseudomonadota
A0A1H5PAF4	unreviewed	334	191390		Bacteria	Pseudomonadota
A0A1H5VR42	unreviewed	330	52021		Bacteria	Pseudomonadota
A0A1H6MPK2	unreviewed	334	50340		Bacteria	Pseudomonadota
A0A1H6N7B7	unreviewed	332	169430		Bacteria	Pseudomonadota
A0A1H7B3H4	unreviewed	332	667676		Bacteria	Pseudomonadota
A0A1H7BIY4	unreviewed	334	667676		Bacteria	Pseudomonadota
A0A1H7C9A4	unreviewed	334	1566248		Bacteria	Pseudomonadota
A0A1H7I0C1	unreviewed	332	416943		Bacteria	Pseudomonadota
A0A1H7YGI8	unreviewed	329	1502760		Bacteria	Pseudomonadota
A0A1H8MLB9	unreviewed	329	1881038		Bacteria	Pseudomonadota
A0A1H8S1B9	unreviewed	334	1566195		Bacteria	Pseudomonadota
A0A1H8WHB7	unreviewed	334	1500302		Bacteria	Pseudomonadota
A0A1H9CTF5	unreviewed	334	1566250		Bacteria	Pseudomonadota
A0A1H9NRK3	unreviewed	327	1855383		Bacteria	Pseudomonadota
A0A1H9P2X4	unreviewed	335	416874		Bacteria	Pseudomonadota
A0A1I0ABQ8	unreviewed	336	158627		Bacteria	Pseudomonadota
A0A1I0PDF6	unreviewed	329	1798239		Bacteria	Pseudomonadota
A0A1I1CK94	unreviewed	326	1566262		Bacteria	Pseudomonadota
A0A1I1JY01	unreviewed	331	402385		Bacteria	Pseudomonadota
A0A1I3C3B3	unreviewed	329	1801620		Bacteria	Pseudomonadota
A0A1I3DT17	unreviewed	330	442341		Bacteria	Pseudomonadota
A0A1I3G5R7	unreviewed	332	420953		Bacteria	Pseudomonadota
A0A1I3LVL0	unreviewed	337	420953		Bacteria	Pseudomonadota
A0A1I4QQC4	unreviewed	328	1166257		Bacteria	Pseudomonadota
A0A1I4YFY8	unreviewed	327	1881036		Bacteria	Pseudomonadota
A0A1I5B282	unreviewed	330	1566290		Bacteria	Pseudomonadota
A0A1I5GML4	unreviewed	334	1566189		Bacteria	Pseudomonadota
A0A1I5SG41	unreviewed	334	1566294		Bacteria	Pseudomonadota
A0A1I5SG70	unreviewed	334	1566294		Bacteria	Pseudomonadota
A0A1I6DRB6	unreviewed	329	1761782		Bacteria	Pseudomonadota
A0A1I7CBT9	unreviewed	334	1324617		Bacteria	Pseudomonadota
A0A1I7D6T8	unreviewed	326	551989		Bacteria	Pseudomonadota
A0A1I7DH85	unreviewed	332	1324617		Bacteria	Pseudomonadota
A0A1I7G9F3	unreviewed	331	1035707		Bacteria	Pseudomonadota
A0A1I9YIM6	unreviewed	334	754502		Bacteria	Pseudomonadota
A0A1I9YJX4	unreviewed	332	754502		Bacteria	Pseudomonadota
A0A1J7C5L4	unreviewed	326	1912097		Bacteria	Pseudomonadota
A0A1J8P9F5	unreviewed	331	1123773		Bacteria	Pseudomonadota
A0A1J9NTG6	unreviewed	331	1108140		Bacteria	Pseudomonadota
A0A1J9P7D5	unreviewed	337	1108140		Bacteria	Pseudomonadota
A0A1K1MJW4	unreviewed	331	1566269		Bacteria	Pseudomonadota
A0A1K1N163	unreviewed	331	1566269		Bacteria	Pseudomonadota
A0A1K1Q0J0	unreviewed	329	1502758		Bacteria	Pseudomonadota
A0A1K1R1Z6	unreviewed	337	1566269		Bacteria	Pseudomonadota
A0A1K1R5X2	unreviewed	334	1554560		Bacteria	Pseudomonadota
A0A1K2BZ45	unreviewed	334	1566199		Bacteria	Pseudomonadota
A0A1L3ZFE9	unreviewed	327	384		Bacteria	Pseudomonadota
A0A1L5DZD0	unreviewed	334	573		Bacteria	Pseudomonadota
A0A1L6HZT9	unreviewed	333	1926494		Bacteria	Pseudomonadota
A0A1L6I3H4	unreviewed	334	1926494		Bacteria	Pseudomonadota
A0A1M2Z5D6	unreviewed	327	1895820		Bacteria	Pseudomonadota
A0A1M3Q1W8	unreviewed	327	1895819		Bacteria	Pseudomonadota
A0A1M5BQL7	unreviewed	334	1123492		Bacteria	Pseudomonadota
A0A1M6LMP7	unreviewed	334	169427		Bacteria	Pseudomonadota
A0A1M6PEI7	unreviewed	332	169427		Bacteria	Pseudomonadota
A0A1M6PPU7	unreviewed	328	438744		Bacteria	Pseudomonadota
A0A1M7JD08	unreviewed	330	44933		Bacteria	Pseudomonadota
A0A1N6E2R6	unreviewed	332	60549		Bacteria	Pseudomonadota
A0A1N6GXE2	unreviewed	334	60549		Bacteria	Pseudomonadota
A0A1N6J9L2	unreviewed	334	60549		Bacteria	Pseudomonadota
A0A1N6LIK0	unreviewed	332	60549		Bacteria	Pseudomonadota
A0A1N6M9Z9	unreviewed	334	1918945		Bacteria	Pseudomonadota
A0A1N6NEV2	unreviewed	327	1907416		Bacteria	Pseudomonadota
A0A1N7A4H0	unreviewed	334	118613		Bacteria	Pseudomonadota
A0A1N7DWS7	unreviewed	334	1855331		Bacteria	Pseudomonadota
A0A1N7RNJ5	unreviewed	334	1701573		Bacteria	Pseudomonadota
A0A1N7S416	unreviewed	334	1247936		Bacteria	Pseudomonadota
A0A1N7S430	unreviewed	332	1701573		Bacteria	Pseudomonadota
A0A1N7SAF6	unreviewed	332	1247936		Bacteria	Pseudomonadota
A0A1N7TYH7	unreviewed	334	321846		Bacteria	Pseudomonadota
A0A1N7UJJ5	unreviewed	326	321846		Bacteria	Pseudomonadota
A0A1P8EQD3	unreviewed	334	104087		Bacteria	Pseudomonadota
A0A1Q3I8P0	unreviewed	334	321662		Bacteria	Pseudomonadota
A0A1Q3M0J2	unreviewed	330	1895780		Bacteria	Pseudomonadota
A0A1Q5V9U7	unreviewed	327	47917		Bacteria	Pseudomonadota
A0A1Q5VRD0	unreviewed	327	656		Bacteria	Pseudomonadota
A0A1Q8IT94	unreviewed	332	1926878		Bacteria	Pseudomonadota
A0A1Q8J436	unreviewed	334	1926878		Bacteria	Pseudomonadota
A0A1Q8T3Q3	unreviewed	329	1928762		Bacteria	Pseudomonadota
A0A1Q8T9L4	unreviewed	329	223900		Bacteria	Pseudomonadota
A0A1R0FPL8	unreviewed	329	57706		Bacteria	Pseudomonadota
A0A1R0GD85	unreviewed	326	1771311		Bacteria	Pseudomonadota
A0A1R0GIQ7	unreviewed	334	1771311		Bacteria	Pseudomonadota
A0A1R1JA18	unreviewed	337	101571		Bacteria	Pseudomonadota
A0A1R1JFR1	unreviewed	331	101571		Bacteria	Pseudomonadota
A0A1R1JHF9	unreviewed	334	101571		Bacteria	Pseudomonadota
A0A1R3TUY4	unreviewed	327	1907665		Bacteria	Pseudomonadota
A0A1R4B804	unreviewed	336	1918946		Bacteria	Pseudomonadota
A0A1R4I4K2	unreviewed	330	1434831		Bacteria	Pseudomonadota
A0A1R4LID7	unreviewed	334	1123498		Bacteria	Pseudomonadota
A0A1S1PFW8	unreviewed	327	1720346		Bacteria	Pseudomonadota
A0A1S2AHZ5	unreviewed	329	1812935		Bacteria	Pseudomonadota
A0A1S2DIU9	unreviewed	330	1882734		Bacteria	Pseudomonadota
A0A1S2TH61	unreviewed	333	169669		Bacteria	Pseudomonadota
A0A1S2UGP7	unreviewed	334	168469		Bacteria	Pseudomonadota
A0A1S2V6K1	unreviewed	326	168469		Bacteria	Pseudomonadota
A0A1S8CNY2	unreviewed	327	2034155		Bacteria	Pseudomonadota
A0A1S9GJY3	unreviewed	327	1076926		Bacteria	Pseudomonadota
A0A1S9JM72	unreviewed	329	621		Bacteria	Pseudomonadota
A0A1T0AXS7	unreviewed	334	123822		Bacteria	Pseudomonadota
A0A1T1HZH9	unreviewed	334	1960829		Bacteria	Pseudomonadota
A0A1T1I0C8	unreviewed	334	1960827		Bacteria	Pseudomonadota
A0A1T1IMJ3	unreviewed	326	1960829		Bacteria	Pseudomonadota
A0A1T2XXQ1	unreviewed	334	294		Bacteria	Pseudomonadota
A0A1T2Z5M6	unreviewed	326	294		Bacteria	Pseudomonadota
A0A1T2ZAY5	unreviewed	334	294		Bacteria	Pseudomonadota
A0A1T4R685	unreviewed	332	1123491		Bacteria	Pseudomonadota
A0A1T5ATK5	unreviewed	330	1283288		Bacteria	Pseudomonadota
A0A1U9PZW0	unreviewed	334	47878		Bacteria	Pseudomonadota
A0A1U9Q3G6	unreviewed	326	47878		Bacteria	Pseudomonadota
A0A1U9VLF4	unreviewed	331	1944648		Bacteria	Pseudomonadota
A0A1V2BHU1	unreviewed	326	577		Bacteria	Pseudomonadota
A0A1V2BM39	unreviewed	334	577		Bacteria	Pseudomonadota
A0A1V2JNW9	unreviewed	334	47878		Bacteria	Pseudomonadota
A0A1V2JSY0	unreviewed	326	47878		Bacteria	Pseudomonadota
A0A1V2JZL3	unreviewed	334	76762		Bacteria	Pseudomonadota
A0A1V2KJC7	unreviewed	326	76762		Bacteria	Pseudomonadota
A0A1V2R2M8	unreviewed	327	1507808		Bacteria	Pseudomonadota
A0A1V2XF51	unreviewed	331	95486		Bacteria	Pseudomonadota
A0A1V3JEG0	unreviewed	333	1908266		Bacteria	Pseudomonadota
A0A1V3JQW4	unreviewed	337	1907939		Bacteria	Pseudomonadota
A0A1V3KQK4	unreviewed	333	1906744		Bacteria	Pseudomonadota
A0A1V3KZC1	unreviewed	333	1906745		Bacteria	Pseudomonadota
A0A1V3LCX8	unreviewed	333	1906745		Bacteria	Pseudomonadota
A0A1V3RTG8	unreviewed	334	1945865		Bacteria	Pseudomonadota
A0A1V3TNX8	unreviewed	337	1924934		Bacteria	Pseudomonadota
A0A1V3W1V3	unreviewed	329	562		Bacteria	Pseudomonadota
A0A1V6KUD2	unreviewed	331	95486		Bacteria	Pseudomonadota
A0A1V9DMN6	unreviewed	327	1964541		Bacteria	Pseudomonadota
A0A1V9UPP9	unreviewed	334	1943632		Bacteria	Pseudomonadota
A0A1W1A7Y1	unreviewed	331	87883		Bacteria	Pseudomonadota
A0A1W2DK88	unreviewed	327	1907415		Bacteria	Pseudomonadota
A0A1W6B9I7	unreviewed	327	1891675		Bacteria	Pseudomonadota
A0A1W6KRN7	unreviewed	327	2020312		Bacteria	Pseudomonadota
A0A1W6PXS7	unreviewed	327	1981173		Bacteria	Pseudomonadota
A0A1X0WH71	unreviewed	329	1646377		Bacteria	Pseudomonadota
A0A1X1BT14	unreviewed	327	472705		Bacteria	Pseudomonadota
A0A1X1DFT8	unreviewed	327	665914		Bacteria	Pseudomonadota
A0A1X1EU59	unreviewed	327	55209		Bacteria	Pseudomonadota
A0A1X1P984	unreviewed	331	1904757		Bacteria	Pseudomonadota
A0A1X1PM34	unreviewed	337	1904757		Bacteria	Pseudomonadota
A0A1X1PPT5	unreviewed	331	1904757		Bacteria	Pseudomonadota
A0A1X7CAD5	unreviewed	333	28094		Bacteria	Pseudomonadota
A0A1X7D197	unreviewed	334	28094		Bacteria	Pseudomonadota
A0A1X7K8C2	unreviewed	334	1515439		Bacteria	Pseudomonadota
A0A1X7LTS8	unreviewed	332	1515439		Bacteria	Pseudomonadota
A0A1Y0LPI0	unreviewed	327	53336		Bacteria	Pseudomonadota
A0A1Y0PWR5	unreviewed	326	72407		Bacteria	Pseudomonadota
A0A1Y1BKW8	unreviewed	337	95485		Bacteria	Pseudomonadota
A0A1Y1BQ41	unreviewed	331	95485		Bacteria	Pseudomonadota
A0A1Y1BQ65	unreviewed	331	95485		Bacteria	Pseudomonadota
A0A1Y6GG53	unreviewed	326	54291		Bacteria	Pseudomonadota
A0A1Y6IY34	unreviewed	334	474394		Bacteria	Pseudomonadota
A0A1Y6JJC8	unreviewed	337	33069		Bacteria	Pseudomonadota
A0A1Z1NNZ2	unreviewed	327	645		Bacteria	Pseudomonadota
A0A1Z2SEV5	unreviewed	334	687		Bacteria	Pseudomonadota
A0A1Z3MWW1	unreviewed	329	1915310		Bacteria	Pseudomonadota
A0A1Z3YNS1	unreviewed	331	292		Bacteria	Pseudomonadota
A0A209A3W5	unreviewed	327	631		Bacteria	Pseudomonadota
A0A212I2C9	unreviewed	329	200446		Bacteria	Pseudomonadota
A0A212L9F8	unreviewed	328	442121		Bacteria	Pseudomonadota
A0A221T9M9	unreviewed	327	2488639		Bacteria	Pseudomonadota
A0A223UIU4	unreviewed	326	2026240		Bacteria	Pseudomonadota
A0A223VVS0	unreviewed	334	2025658		Bacteria	Pseudomonadota
A0A223VXU4	unreviewed	326	2025658		Bacteria	Pseudomonadota
A0A226WZP9	unreviewed	336	196367		Bacteria	Pseudomonadota
A0A228HGU8	unreviewed	337	2015347		Bacteria	Pseudomonadota
A0A228HV40	unreviewed	331	2015347		Bacteria	Pseudomonadota
A0A228I525	unreviewed	331	2015348		Bacteria	Pseudomonadota
A0A228IMH2	unreviewed	337	2015348		Bacteria	Pseudomonadota
A0A228J0Q1	unreviewed	331	2015348		Bacteria	Pseudomonadota
A0A228JZM1	unreviewed	337	2015351		Bacteria	Pseudomonadota
A0A228K5P5	unreviewed	331	2015351		Bacteria	Pseudomonadota
A0A228Q3F1	unreviewed	334	2015360		Bacteria	Pseudomonadota
A0A228QF18	unreviewed	331	2015360		Bacteria	Pseudomonadota
A0A228QSI0	unreviewed	331	2015359		Bacteria	Pseudomonadota
A0A228QWP3	unreviewed	334	2015359		Bacteria	Pseudomonadota
A0A228REY8	unreviewed	331	2015359		Bacteria	Pseudomonadota
A0A231GKR1	unreviewed	334	77298		Bacteria	Pseudomonadota
A0A233HJP2	unreviewed	333	1938669		Bacteria	Pseudomonadota
A0A235B0Z4	unreviewed	327	1703972		Bacteria	Pseudomonadota
A0A238H2E3	unreviewed	331	1503053		Bacteria	Pseudomonadota
A0A240C1N9	unreviewed	327	61651		Bacteria	Pseudomonadota
A0A240UT70	unreviewed	331	157779		Bacteria	Pseudomonadota
A0A241NK62	unreviewed	330	55601		Bacteria	Pseudomonadota
A0A242MYD1	unreviewed	336	196367		Bacteria	Pseudomonadota
A0A242N3G1	unreviewed	334	196367		Bacteria	Pseudomonadota
A0A244DF71	unreviewed	334	169430		Bacteria	Pseudomonadota
A0A246DL67	unreviewed	327	1967781		Bacteria	Pseudomonadota
A0A246G224	unreviewed	334	2013577		Bacteria	Pseudomonadota
A0A246NPR1	unreviewed	327	2003658		Bacteria	Pseudomonadota
A0A246SWG2	unreviewed	327	1764274		Bacteria	Pseudomonadota
A0A246TFY0	unreviewed	327	1764275		Bacteria	Pseudomonadota
A0A248KHA6	unreviewed	326	2774055		Bacteria	Pseudomonadota
A0A248VF94	unreviewed	334	2026199		Bacteria	Pseudomonadota
A0A248VGU6	unreviewed	332	2026199		Bacteria	Pseudomonadota
A0A249WMS5	unreviewed	326	1134687		Bacteria	Pseudomonadota
A0A250AYU0	unreviewed	327	929813		Bacteria	Pseudomonadota
A0A255Y0U6	unreviewed	334	75612		Bacteria	Pseudomonadota
A0A257DU89	unreviewed	326	2015553		Bacteria	Pseudomonadota
A0A257DUS9	unreviewed	334	2015553		Bacteria	Pseudomonadota
A0A261WBE4	unreviewed	337	46257		Bacteria	Pseudomonadota
A0A263HCB0	unreviewed	337	722		Bacteria	Pseudomonadota
A0A263NN63	unreviewed	334	1702250		Bacteria	Pseudomonadota
A0A263NPI7	unreviewed	326	1702250		Bacteria	Pseudomonadota
A0A265DT85	unreviewed	331	1072583		Bacteria	Pseudomonadota
A0A270PEM9	unreviewed	334	1805930		Bacteria	Pseudomonadota
A0A285AYM8	unreviewed	334	2058152		Bacteria	Pseudomonadota
A0A285G8D4	unreviewed	334	1286371		Bacteria	Pseudomonadota
A0A285KNK0	unreviewed	326	1378073		Bacteria	Pseudomonadota
A0A285N4D2	unreviewed	334	1261633		Bacteria	Pseudomonadota
A0A285VKV4	unreviewed	335	141389		Bacteria	Pseudomonadota
A0A286BLJ3	unreviewed	327	1938870		Bacteria	Pseudomonadota
A0A291ALF7	unreviewed	334	104087		Bacteria	Pseudomonadota
A0A291U302	unreviewed	327	2033032		Bacteria	Pseudomonadota
A0A2A2DIZ1	unreviewed	334	1949067		Bacteria	Pseudomonadota
A0A2A2EA95	unreviewed	333	1958773		Bacteria	Pseudomonadota
A0A2A2EPP6	unreviewed	331	2032625		Bacteria	Pseudomonadota
A0A2A2MFN4	unreviewed	326	546367		Bacteria	Pseudomonadota
A0A2A2PR05	unreviewed	334	321662		Bacteria	Pseudomonadota
A0A2A3XCU9	unreviewed	331	2024405		Bacteria	Pseudomonadota
A0A2A4C3H0	unreviewed	337	1705310		Bacteria	Pseudomonadota
A0A2A4C893	unreviewed	331	1705310		Bacteria	Pseudomonadota
A0A2A4EZZ1	unreviewed	332	1912599		Bacteria	Pseudomonadota
A0A2A4F6I8	unreviewed	331	265293		Bacteria	Pseudomonadota
A0A2A4FC65	unreviewed	334	265293		Bacteria	Pseudomonadota
A0A2A4HNT8	unreviewed	331	2042704		Bacteria	Pseudomonadota
A0A2A5KR94	unreviewed	327	1535245		Bacteria	Pseudomonadota
A0A2A6DRH3	unreviewed	329	562		Bacteria	Pseudomonadota
A0A2A6HSA0	unreviewed	327	2035451		Bacteria	Pseudomonadota
A0A2A6HU18	unreviewed	327	2035452		Bacteria	Pseudomonadota
A0A2A6JWF3	unreviewed	327	2035450		Bacteria	Pseudomonadota
A0A2A6KI56	unreviewed	327	1538159		Bacteria	Pseudomonadota
A0A2A6LLS4	unreviewed	327	1324586		Bacteria	Pseudomonadota
A0A2A6Q4B0	unreviewed	329	562		Bacteria	Pseudomonadota
A0A2A6R749	unreviewed	327	2035449		Bacteria	Pseudomonadota
A0A2A7SJK4	unreviewed	334	28095		Bacteria	Pseudomonadota
A0A2A9L7P2	unreviewed	334	1938747		Bacteria	Pseudomonadota
A0A2A9LVM0	unreviewed	331	1938747		Bacteria	Pseudomonadota
A0A2B7LUX6	unreviewed	334	1499973		Bacteria	Pseudomonadota
A0A2B7MPU4	unreviewed	329	1499973		Bacteria	Pseudomonadota
